F_Date,t-7,t-6,t-5,t-4,t-3,t-2,t-1,T
2014-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-15,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
2014-03-16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-21,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2014-03-22,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
2014-03-23,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-27,0.0,0.0,1.0,2.0,3.0,4.0,4.0,1.0
2014-03-28,3.0,3.0,3.0,4.0,6.0,7.0,6.0,6.0
2014-03-29,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
2014-03-30,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2014-03-31,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
2014-04-01,2.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0
2014-04-02,4.0,6.0,7.0,8.0,8.0,10.0,9.0,9.0
2014-04-03,4.0,7.0,8.0,9.0,9.0,9.0,10.0,10.0
2014-04-04,1.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0
2014-04-05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-04-06,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2014-04-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2014-04-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-10,1.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0
2014-04-11,4.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0
2014-04-12,6.0,7.0,6.0,6.0,8.0,8.0,7.0,4.0
2014-04-13,6.0,5.0,7.0,7.0,8.0,8.0,9.0,4.0
2014-04-14,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0
2014-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-17,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2014-04-18,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0
2014-04-19,4.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0
2014-04-20,3.0,4.0,6.0,6.0,6.0,4.0,4.0,1.0
2014-04-21,5.0,7.0,7.0,7.0,7.0,6.0,6.0,3.0
2014-04-22,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
2014-04-23,8.0,10.0,8.0,7.0,8.0,7.0,8.0,7.0
2014-04-24,10.0,9.0,9.0,9.0,8.0,9.0,9.0,7.0
2014-04-25,9.0,9.0,10.0,9.0,9.0,9.0,7.0,7.0
2014-04-26,8.0,10.0,10.0,11.0,11.0,10.0,10.0,8.0
2014-04-27,10.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0
2014-04-28,8.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0
2014-04-29,3.0,4.0,5.0,7.0,6.0,6.0,5.0,6.0
2014-04-30,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
2014-05-01,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-05-02,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
2014-05-03,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0
2014-05-04,6.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0
2014-05-05,10.0,10.0,9.0,9.0,10.0,10.0,10.0,8.0
2014-05-06,11.0,11.0,11.0,12.0,12.0,11.0,11.0,9.0
2014-05-07,10.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
2014-05-08,12.0,13.0,12.0,12.0,12.0,12.0,11.0,9.0
2014-05-09,13.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0
2014-05-10,10.0,11.0,12.0,12.0,13.0,13.0,14.0,10.0
2014-05-11,12.0,13.0,14.0,14.0,14.0,15.0,15.0,13.0
2014-05-12,13.0,12.0,10.0,11.0,11.0,13.0,13.0,12.0
2014-05-13,12.0,7.0,5.0,4.0,4.0,5.0,4.0,2.0
2014-05-14,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
2014-05-15,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-05-16,6.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
2014-05-17,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2014-05-18,8.0,9.0,10.0,9.0,9.0,8.0,9.0,8.0
2014-05-19,11.0,11.0,11.0,12.0,11.0,11.0,10.0,9.0
2014-05-20,11.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0
2014-05-21,13.0,13.0,12.0,13.0,13.0,12.0,12.0,13.0
2014-05-22,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0
2014-05-23,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0
2014-05-24,11.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0
2014-05-25,12.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0
2014-05-26,11.0,12.0,12.0,12.0,12.0,12.0,11.0,9.0
2014-05-27,13.0,13.0,13.0,12.0,12.0,11.0,12.0,8.0
2014-05-28,14.0,13.0,13.0,13.0,13.0,12.0,11.0,10.0
2014-05-29,14.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0
2014-05-30,14.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0
2014-05-31,13.0,14.0,14.0,13.0,13.0,12.0,13.0,13.0
2014-06-01,14.0,15.0,14.0,15.0,13.0,14.0,14.0,14.0
2014-06-02,15.0,15.0,16.0,15.0,15.0,16.0,16.0,15.0
2014-06-03,15.0,16.0,16.0,16.0,17.0,17.0,17.0,16.0
2014-06-04,16.0,16.0,17.0,18.0,18.0,18.0,18.0,17.0
2014-06-05,16.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0
2014-06-06,17.0,17.0,18.0,19.0,19.0,19.0,18.0,17.0
2014-06-07,17.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0
2014-06-08,16.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0
2014-06-09,16.0,16.0,16.0,16.0,15.0,15.0,15.0,12.0
2014-06-10,17.0,16.0,15.0,15.0,15.0,14.0,13.0,12.0
2014-06-11,16.0,17.0,17.0,17.0,16.0,16.0,16.0,14.0
2014-06-12,17.0,17.0,18.0,18.0,18.0,18.0,18.0,15.0
2014-06-13,17.0,18.0,17.0,17.0,15.0,16.0,16.0,15.0
2014-06-14,18.0,18.0,18.0,17.0,17.0,17.0,17.0,15.0
2014-06-15,18.0,18.0,19.0,19.0,17.0,17.0,17.0,17.0
2014-06-16,18.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0
2014-06-17,18.0,18.0,18.0,18.0,17.0,18.0,18.0,19.0
2014-06-18,18.0,18.0,17.0,17.0,17.0,18.0,18.0,18.0
2014-06-19,17.0,17.0,17.0,18.0,18.0,17.0,18.0,17.0
2014-06-20,18.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0
2014-06-21,18.0,18.0,18.0,18.0,17.0,18.0,17.0,16.0
2014-06-22,18.0,18.0,17.0,18.0,19.0,18.0,17.0,16.0
2014-06-23,17.0,17.0,18.0,19.0,18.0,18.0,18.0,16.0
2014-06-24,17.0,18.0,18.0,18.0,17.0,17.0,17.0,15.0
2014-06-25,17.0,17.0,17.0,18.0,17.0,16.0,16.0,13.0
2014-06-26,17.0,17.0,17.0,18.0,17.0,17.0,15.0,14.0
2014-06-27,17.0,17.0,18.0,17.0,18.0,17.0,16.0,16.0
2014-06-28,18.0,18.0,18.0,18.0,17.0,18.0,18.0,17.0
2014-06-29,18.0,18.0,18.0,19.0,20.0,20.0,20.0,19.0
2014-06-30,18.0,19.0,19.0,20.0,20.0,20.0,20.0,19.0
2014-07-01,19.0,19.0,19.0,19.0,19.0,20.0,19.0,18.0
2014-07-02,19.0,20.0,18.0,18.0,19.0,18.0,18.0,17.0
2014-07-03,19.0,19.0,18.0,18.0,18.0,17.0,17.0,15.0
2014-07-04,19.0,18.0,18.0,18.0,17.0,17.0,17.0,15.0
2014-07-05,18.0,18.0,18.0,18.0,17.0,17.0,17.0,15.0
2014-07-06,19.0,18.0,18.0,18.0,18.0,17.0,17.0,16.0
2014-07-07,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2014-07-08,18.0,18.0,18.0,18.0,18.0,18.0,19.0,18.0
2014-07-09,19.0,19.0,18.0,19.0,19.0,19.0,18.0,18.0
2014-07-10,18.0,18.0,19.0,19.0,19.0,19.0,19.0,17.0
2014-07-11,19.0,19.0,19.0,20.0,20.0,19.0,19.0,17.0
2014-07-12,19.0,19.0,20.0,20.0,20.0,19.0,18.0,17.0
2014-07-13,19.0,20.0,20.0,21.0,21.0,19.0,19.0,19.0
2014-07-14,20.0,20.0,21.0,21.0,20.0,20.0,20.0,20.0
2014-07-15,21.0,21.0,19.0,19.0,18.0,18.0,18.0,17.0
2014-07-16,20.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0
2014-07-17,16.0,16.0,16.0,16.0,17.0,17.0,16.0,13.0
2014-07-18,16.0,16.0,15.0,17.0,16.0,16.0,15.0,11.0
2014-07-19,18.0,18.0,18.0,18.0,17.0,18.0,15.0,13.0
2014-07-20,19.0,20.0,20.0,20.0,20.0,19.0,18.0,16.0
2014-07-21,21.0,21.0,21.0,20.0,20.0,20.0,20.0,19.0
2014-07-22,21.0,21.0,20.0,20.0,21.0,20.0,21.0,19.0
2014-07-23,21.0,20.0,20.0,20.0,20.0,21.0,20.0,19.0
2014-07-24,20.0,21.0,21.0,20.0,21.0,21.0,21.0,18.0
2014-07-25,22.0,21.0,21.0,22.0,21.0,22.0,20.0,19.0
2014-07-26,21.0,21.0,22.0,22.0,22.0,21.0,21.0,20.0
2014-07-27,21.0,22.0,21.0,21.0,22.0,21.0,21.0,21.0
2014-07-28,21.0,21.0,21.0,21.0,20.0,20.0,20.0,19.0
2014-07-29,19.0,19.0,20.0,19.0,18.0,18.0,19.0,17.0
2014-07-30,18.0,18.0,18.0,18.0,19.0,19.0,19.0,17.0
2014-07-31,17.0,16.0,17.0,17.0,17.0,16.0,16.0,16.0
2014-08-01,15.0,15.0,16.0,16.0,15.0,15.0,14.0,14.0
2014-08-02,15.0,16.0,16.0,16.0,15.0,15.0,15.0,13.0
2014-08-03,17.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0
2014-08-04,16.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0
2014-08-05,17.0,18.0,17.0,18.0,18.0,18.0,18.0,17.0
2014-08-06,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0
2014-08-07,19.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0
2014-08-08,19.0,20.0,20.0,21.0,20.0,21.0,,21.0
2014-08-09,20.0,20.0,21.0,20.0,20.0,,22.0,20.0
2014-08-10,20.0,21.0,21.0,21.0,,21.0,22.0,20.0
2014-08-11,21.0,21.0,21.0,,22.0,21.0,21.0,20.0
2014-08-12,21.0,21.0,,21.0,20.0,19.0,19.0,19.0
2014-08-13,21.0,,20.0,19.0,18.0,18.0,17.0,17.0
2014-08-14,,21.0,20.0,19.0,19.0,18.0,17.0,17.0
2014-08-15,20.0,21.0,21.0,20.0,20.0,19.0,19.0,19.0
2014-08-16,21.0,21.0,21.0,21.0,21.0,21.0,,21.0
2014-08-17,21.0,22.0,22.0,21.0,22.0,,21.0,20.0
2014-08-18,22.0,22.0,21.0,21.0,,21.0,21.0,19.0
2014-08-19,22.0,21.0,21.0,,21.0,21.0,21.0,19.0
2014-08-20,22.0,21.0,,21.0,21.0,21.0,,20.0
2014-08-21,20.0,,20.0,21.0,21.0,,21.0,22.0
2014-08-22,,21.0,21.0,21.0,,21.0,22.0,22.0
2014-08-23,21.0,21.0,21.0,,21.0,21.0,21.0,20.0
2014-08-24,21.0,21.0,,20.0,21.0,21.0,21.0,21.0
2014-08-25,21.0,,20.0,21.0,21.0,21.0,22.0,21.0
2014-08-26,,20.0,20.0,21.0,21.0,21.0,20.0,19.0
2014-08-27,20.0,20.0,21.0,20.0,20.0,20.0,20.0,18.0
2014-08-28,20.0,19.0,19.0,20.0,19.0,19.0,19.0,18.0
2014-08-29,19.0,18.0,20.0,19.0,18.0,18.0,18.0,16.0
2014-08-30,19.0,20.0,19.0,18.0,18.0,18.0,18.0,16.0
2014-08-31,19.0,20.0,19.0,19.0,19.0,20.0,19.0,18.0
2014-09-01,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0
2014-09-02,20.0,20.0,20.0,20.0,20.0,20.0,,20.0
2014-09-03,20.0,19.0,19.0,19.0,19.0,,20.0,19.0
2014-09-04,19.0,19.0,19.0,19.0,,19.0,20.0,18.0
2014-09-05,19.0,19.0,18.0,,19.0,20.0,19.0,18.0
2014-09-06,18.0,18.0,,19.0,18.0,18.0,17.0,16.0
2014-09-07,17.0,,17.0,16.0,16.0,16.0,15.0,14.0
2014-09-08,,18.0,17.0,18.0,17.0,17.0,17.0,16.0
2014-09-09,19.0,18.0,20.0,19.0,19.0,19.0,19.0,18.0
2014-09-10,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2014-09-11,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0
2014-09-12,14.0,12.0,12.0,12.0,14.0,13.0,13.0,12.0
2014-09-13,11.0,10.0,10.0,10.0,9.0,8.0,7.0,4.0
2014-09-14,12.0,11.0,12.0,11.0,11.0,10.0,9.0,5.0
2014-09-15,13.0,13.0,13.0,13.0,14.0,14.0,13.0,10.0
2014-09-16,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0
2014-09-17,14.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0
2014-09-18,14.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0
2014-09-19,14.0,13.0,15.0,15.0,14.0,15.0,14.0,13.0
2014-09-20,14.0,15.0,16.0,15.0,16.0,15.0,15.0,14.0
2014-09-21,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
2014-09-22,14.0,13.0,13.0,14.0,14.0,14.0,13.0,13.0
2014-09-23,11.0,11.0,12.0,13.0,12.0,10.0,10.0,9.0
2014-09-24,11.0,12.0,12.0,11.0,10.0,9.0,8.0,8.0
2014-09-25,12.0,12.0,11.0,10.0,9.0,9.0,9.0,7.0
2014-09-26,12.0,12.0,11.0,10.0,10.0,10.0,10.0,8.0
2014-09-27,12.0,11.0,11.0,10.0,10.0,10.0,11.0,9.0
2014-09-28,12.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0
2014-09-29,12.0,11.0,12.0,12.0,12.0,13.0,12.0,11.0
2014-09-30,13.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0
2014-10-01,14.0,14.0,13.0,14.0,15.0,15.0,15.0,14.0
2014-10-02,14.0,14.0,14.0,15.0,16.0,16.0,17.0,16.0
2014-10-03,12.0,12.0,11.0,9.0,9.0,9.0,8.0,7.0
2014-10-04,7.0,6.0,6.0,5.0,3.0,2.0,2.0,2.0
2014-10-05,6.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0
2014-10-06,10.0,10.0,10.0,10.0,11.0,11.0,12.0,9.0
2014-10-07,12.0,12.0,11.0,12.0,14.0,15.0,15.0,13.0
2014-10-08,12.0,12.0,12.0,13.0,14.0,15.0,15.0,13.0
2014-10-09,12.0,12.0,13.0,14.0,15.0,15.0,15.0,15.0
2014-10-10,11.0,12.0,13.0,13.0,14.0,14.0,14.0,15.0
2014-10-11,9.0,9.0,11.0,11.0,10.0,9.0,8.0,6.0
2014-10-12,10.0,11.0,10.0,11.0,10.0,8.0,7.0,5.0
2014-10-13,11.0,10.0,9.0,10.0,9.0,9.0,8.0,6.0
2014-10-14,9.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0
2014-10-15,7.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0
2014-10-16,6.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0
2014-10-17,7.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0
2014-10-18,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
2014-10-19,8.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0
2014-10-20,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0
2014-10-21,7.0,7.0,7.0,6.0,7.0,7.0,6.0,4.0
2014-10-22,6.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0
2014-10-23,4.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0
2014-10-24,2.0,2.0,3.0,5.0,6.0,6.0,6.0,5.0
2014-10-25,2.0,2.0,5.0,7.0,8.0,8.0,8.0,6.0
2014-10-26,2.0,6.0,8.0,8.0,8.0,9.0,8.0,6.0
2014-10-27,6.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0
2014-10-28,5.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
2014-10-29,6.0,5.0,6.0,5.0,5.0,4.0,,5.0
2014-10-30,4.0,6.0,5.0,4.0,3.0,,3.0,3.0
2014-10-31,3.0,3.0,3.0,3.0,,2.0,2.0,2.0
2014-11-01,1.0,1.0,2.0,,0.0,0.0,0.0,0.0
2014-11-02,1.0,3.0,,1.0,1.0,0.0,0.0,0.0
2014-11-03,6.0,,4.0,3.0,2.0,3.0,3.0,1.0
2014-11-04,,4.0,4.0,4.0,5.0,5.0,5.0,4.0
2014-11-05,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
2014-11-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-11-11,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
2014-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-21,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
2014-11-22,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0
2014-11-23,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0
2014-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2014-11-30,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
2014-12-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
2014-12-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-12-05,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
2014-12-06,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-12-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2014-12-15,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
2014-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-27,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
